Student ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1149;1;9;2;16;1;1;1;1;1;10;1;0;0;0;1;0;0;18;0;0;7;12;6;12.0;0;0;7;11;6;12.166666666666666;0;13.9;-0.3;0.79;Enrolled
1150;1;1;1;12;1;1;1;13;14;5;5;0;0;0;1;0;0;18;0;0;8;8;7;13.485714285714284;0;0;8;8;7;13.485714285714284;0;12.7;3.7;-1.7;Graduate
1151;1;1;1;5;1;1;1;10;14;5;6;0;1;0;1;0;1;18;0;0;6;6;6;12.0;0;0;6;8;6;11.285714285714286;0;8.9;1.4;3.51;Graduate
1152;1;8;1;2;1;1;1;22;27;10;2;1;0;0;1;0;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;Dropout
1153;1;8;3;9;1;1;1;1;14;4;6;1;0;0;1;0;0;19;0;0;5;7;3;10.333333333333334;0;0;5;11;3;14.428571428571429;0;10.8;1.4;1.74;Enrolled
1154;1;1;1;12;1;1;1;23;1;10;5;1;0;0;1;0;0;19;0;0;7;10;5;12.94;0;0;7;7;5;13.76;0;16.2;0.3;-0.92;Enrolled
1155;1;1;3;12;1;1;1;1;27;8;8;1;0;0;1;0;0;19;0;0;8;11;7;13.258571428571427;0;0;8;11;7;13.258571428571427;0;10.8;1.4;1.74;Graduate
1156;1;1;1;9;1;1;1;1;2;11;11;1;0;0;1;0;0;19;0;0;5;9;4;12.25;0;0;5;10;4;12.0;0;8.9;1.4;3.51;Enrolled
1157;1;8;1;11;1;1;1;23;27;10;8;1;0;0;0;0;0;19;0;0;6;9;3;11.666666666666666;0;0;6;15;1;10.0;0;10.8;1.4;1.74;Dropout
1158;1;7;4;11;1;1;1;23;27;10;8;1;0;0;1;0;1;21;0;0;6;7;6;13.571428571428571;0;0;6;6;6;12.5;0;8.9;1.4;3.51;Graduate
1159;1;1;2;15;1;1;14;1;27;10;8;0;0;0;1;0;1;20;1;0;6;9;5;11.8;0;0;6;9;5;11.833333333333334;0;15.5;2.8;-4.06;Graduate
1160;1;1;1;9;1;1;1;13;14;4;10;1;0;0;1;0;1;20;0;0;5;7;5;14.2;0;0;5;7;5;13.285714285714286;0;11.1;0.6;2.02;Graduate
1161;1;12;1;17;0;12;1;22;27;10;10;0;0;0;1;0;0;41;0;0;5;8;5;11.0;0;0;5;6;5;11.8;1;7.6;2.6;0.32;Graduate
1162;4;4;1;12;1;15;1;22;27;4;4;1;0;0;1;0;0;32;0;0;7;16;4;13.625;0;0;7;8;7;12.6375;0;12.4;0.5;1.79;Enrolled
1163;1;8;3;12;1;1;1;23;1;10;6;1;0;0;1;0;0;18;0;0;8;8;7;14.652857142857142;0;0;8;8;7;14.652857142857142;0;10.8;1.4;1.74;Graduate
1164;4;12;1;3;0;1;1;22;27;4;5;0;0;0;1;0;1;35;0;0;6;9;6;11.333333333333334;0;0;6;6;6;11.333333333333334;0;15.5;2.8;-4.06;Graduate
1165;1;12;1;12;1;1;1;22;27;10;10;0;0;1;0;0;0;32;0;0;7;12;4;13.7;0;0;7;7;0;0.0;0;16.2;0.3;-0.92;Dropout
1166;1;12;1;3;0;15;1;13;27;6;10;0;0;0;1;0;0;37;0;7;11;11;11;13.727272727272728;0;4;8;8;8;14.75;0;12.4;0.5;1.79;Graduate
1167;2;12;2;9;1;3;1;3;27;10;10;0;0;0;1;0;0;30;0;4;7;9;7;11.75;0;3;8;12;7;11.142857142857142;0;12.7;3.7;-1.7;Dropout
1168;1;14;2;15;1;1;1;13;14;1;1;0;0;0;1;1;0;23;0;0;6;9;6;12.333333333333334;0;0;6;11;5;13.0;0;7.6;2.6;0.32;Graduate
1169;1;8;2;15;1;1;1;3;1;3;8;1;0;0;1;0;1;20;0;0;6;6;6;14.0;0;0;6;7;6;13.857142857142858;0;15.5;2.8;-4.06;Dropout
1170;1;1;1;14;1;1;1;13;27;6;8;0;0;0;1;1;0;21;0;0;5;7;4;11.5;0;0;5;6;4;11.75;0;9.4;-0.8;-3.12;Graduate
1171;1;1;1;9;1;1;1;23;14;6;8;0;0;0;1;1;0;19;0;0;5;6;5;11.2;0;0;5;5;5;13.2;0;12.4;0.5;1.79;Graduate
1172;1;8;4;12;1;1;1;1;14;5;4;1;0;0;1;1;1;18;0;0;8;8;7;15.07;0;0;8;8;7;15.07;0;10.8;1.4;1.74;Graduate
1173;1;13;1;7;1;1;1;19;24;1;1;0;0;0;1;1;0;18;0;0;5;6;1;10.0;0;0;5;7;1;12.0;0;10.8;1.4;1.74;Dropout
1174;1;12;1;17;0;1;1;1;1;5;11;0;0;0;1;1;0;24;0;0;5;5;4;12.0;0;0;5;6;5;12.666666666666666;0;12.4;0.5;1.79;Enrolled
1175;1;9;1;14;1;1;1;1;27;10;10;1;0;0;1;1;0;22;0;0;6;11;4;13.0;0;0;6;11;4;12.6;0;12.7;3.7;-1.7;Graduate
1176;1;8;4;11;1;1;1;13;1;6;6;1;0;0;1;1;0;18;0;0;6;7;4;11.0;0;0;6;7;3;11.25;0;16.2;0.3;-0.92;Dropout
1177;1;7;2;10;1;1;1;22;27;6;7;1;0;0;1;0;0;18;0;0;6;8;6;13.571428571428571;0;0;6;11;5;12.166666666666666;0;9.4;-0.8;-3.12;Graduate
1178;1;1;2;5;1;1;17;2;1;10;2;1;0;0;1;1;0;21;1;0;6;7;5;14.6;0;0;6;6;5;14.2;0;16.2;0.3;-0.92;Graduate
1179;4;12;1;12;1;1;1;22;27;10;10;0;0;1;1;0;0;38;0;0;7;13;3;11.833333333333334;0;0;7;14;2;10.0;0;16.2;0.3;-0.92;Dropout
1180;1;9;1;13;1;1;1;23;27;10;10;0;0;0;1;0;1;19;0;0;7;11;7;12.625;0;0;8;11;8;12.5125;0;12.7;3.7;-1.7;Graduate
1181;6;12;1;12;1;1;1;22;27;10;10;0;0;0;1;0;0;36;0;0;7;12;4;11.5;0;0;7;14;3;12.333333333333334;0;16.2;0.3;-0.92;Dropout
1182;1;7;1;6;1;1;1;1;1;10;10;1;0;0;1;0;0;18;0;0;5;8;4;13.25;1;0;5;10;4;10.5;0;12.7;3.7;-1.7;Graduate
1183;1;1;3;12;1;1;1;13;14;6;6;1;0;0;1;0;0;19;0;0;7;9;7;12.60625;0;0;8;12;6;11.9;0;12.4;0.5;1.79;Graduate
1184;1;17;1;6;1;16;1;13;28;10;10;0;0;1;0;0;0;21;0;7;10;15;8;13.75;0;4;9;17;5;13.2;0;8.9;1.4;3.51;Dropout
1185;1;1;2;12;1;1;1;13;28;30;43;1;0;0;1;0;0;19;0;0;7;10;6;13.598333333333334;0;0;8;11;6;11.933333333333332;0;11.1;0.6;2.02;Enrolled
1186;1;1;1;10;1;1;1;13;14;10;10;0;0;0;1;0;1;18;0;0;6;11;5;11.142857142857142;0;0;6;8;6;12.285714285714286;0;16.2;0.3;-0.92;Graduate
1187;2;4;1;12;1;3;1;22;14;10;8;1;0;0;1;0;0;45;0;7;11;11;11;12.7;0;6;10;12;10;12.96818181818182;0;13.9;-0.3;0.79;Enrolled
1188;1;8;1;9;1;1;1;22;27;10;8;1;0;0;1;0;0;20;0;0;5;9;1;10.0;0;0;5;10;1;11.0;0;7.6;2.6;0.32;Dropout
1189;1;8;1;11;1;1;1;13;1;6;8;1;0;1;1;0;0;18;0;0;6;8;6;11.666666666666666;0;0;6;10;4;11.5;0;13.9;-0.3;0.79;Graduate
1190;1;1;1;14;1;1;1;1;14;5;5;0;0;0;1;0;1;18;0;0;6;8;6;14.0;0;0;6;7;6;13.142857142857142;0;11.1;0.6;2.02;Graduate
1191;1;4;2;8;1;3;1;19;24;1;1;0;0;0;1;0;0;25;0;0;5;9;0;0.0;4;0;5;9;0;0.0;3;10.8;1.4;1.74;Dropout
1192;1;1;6;12;1;1;1;1;1;5;5;1;0;0;1;0;0;19;0;0;8;9;7;12.04142857142857;0;0;8;9;7;12.04142857142857;0;10.8;1.4;1.74;Graduate
1193;1;1;1;2;1;1;1;13;14;8;8;1;0;0;1;0;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;Graduate
1194;1;4;1;11;1;15;1;1;1;4;7;0;0;0;1;0;0;39;0;12;13;14;13;13.76923076923077;0;9;12;16;12;14.583333333333334;0;13.9;-0.3;0.79;Graduate
1195;2;12;1;4;1;1;1;23;27;10;10;0;0;0;1;0;0;29;0;13;18;20;18;15.444444444444445;0;11;13;13;13;15.307692307692308;0;15.5;2.8;-4.06;Graduate
1196;1;8;1;16;1;1;1;13;14;5;8;1;0;0;1;0;0;18;0;0;7;9;6;11.5;0;0;7;8;7;12.714285714285714;0;13.9;-0.3;0.79;Enrolled
1197;1;4;1;5;1;3;1;22;2;10;4;0;0;0;0;0;0;23;0;0;3;3;2;10.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74;Dropout
1198;1;13;1;16;1;1;1;1;27;6;6;1;0;0;1;0;0;21;0;0;6;8;4;12.25;0;0;6;13;3;10.333333333333334;0;12.7;3.7;-1.7;Dropout
1199;1;1;1;10;1;1;1;1;14;5;5;0;0;0;0;0;0;18;0;0;6;6;6;14.5;0;0;6;6;6;15.166666666666666;0;10.8;1.4;1.74;Graduate
1200;1;4;1;6;1;15;1;1;14;6;6;1;0;0;1;0;0;23;0;0;6;7;6;15.571428571428571;0;0;6;8;6;16.375;0;12.4;0.5;1.79;Graduate
1201;1;1;1;8;1;1;1;1;14;5;5;0;0;0;1;0;0;18;0;0;6;7;6;15.571428571428571;0;0;6;7;6;14.714285714285714;0;11.1;0.6;2.02;Graduate
1202;2;12;1;3;0;12;1;22;27;5;9;0;0;0;1;0;0;32;0;0;6;8;5;13.8;0;0;6;7;6;12.166666666666666;0;9.4;-0.8;-3.12;Graduate
1203;2;12;2;9;1;1;1;13;27;10;8;0;0;1;0;0;0;29;0;0;5;8;3;10.666666666666666;0;0;5;14;2;14.8;0;10.8;1.4;1.74;Dropout
1204;1;1;6;10;1;1;1;1;28;32;35;1;0;1;1;0;1;20;0;0;6;8;5;11.6;0;0;6;8;4;11.75;0;8.9;1.4;3.51;Graduate
1205;1;12;1;10;1;1;1;19;24;1;1;1;0;0;0;0;0;28;0;0;6;11;1;13.0;0;0;6;12;0;0.0;0;9.4;-0.8;-3.12;Dropout
1206;1;4;1;9;1;3;1;23;28;2;10;0;0;0;1;0;0;27;0;0;5;9;3;12.0;0;0;5;11;4;13.625;0;10.8;1.4;1.74;Graduate
1207;1;14;2;12;1;1;1;22;24;12;1;0;0;1;1;0;0;22;0;11;14;14;12;12.333333333333334;2;11;14;14;12;12.333333333333334;2;7.6;2.6;0.32;Graduate
1208;2;12;1;4;1;12;1;13;27;10;11;0;0;1;1;0;0;37;0;0;6;10;6;12.875;0;0;6;12;6;12.9;0;16.2;0.3;-0.92;Enrolled
1209;1;4;1;3;0;3;1;22;28;1;6;0;0;0;0;0;0;28;0;0;6;12;1;11.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7;Dropout
1210;2;12;1;4;1;1;1;22;27;10;10;0;0;1;0;0;0;43;0;0;6;10;4;12.25;0;0;6;13;4;10.5;0;8.9;1.4;3.51;Dropout
1211;1;14;1;13;1;1;1;22;27;10;10;1;0;0;0;0;0;32;0;0;7;7;0;0.0;7;0;8;8;0;0.0;7;10.8;1.4;1.74;Dropout
1212;1;8;1;10;1;1;1;1;1;10;10;0;0;0;1;0;1;20;0;0;6;11;4;10.75;0;0;6;13;5;11.5;0;15.5;2.8;-4.06;Enrolled
1213;4;12;1;12;1;12;1;23;1;10;5;0;0;0;1;0;1;35;0;0;8;9;8;13.63;1;0;8;9;8;13.63;1;9.4;-0.8;-3.12;Graduate
1214;1;1;1;14;1;1;1;22;27;1;1;1;0;0;1;0;0;21;0;0;5;8;3;13.0;0;0;5;7;4;11.5;1;7.6;2.6;0.32;Graduate
1215;1;1;4;12;1;1;1;13;14;8;10;1;0;0;1;0;1;18;0;0;7;9;6;13.533333333333331;0;0;7;7;7;12.228571428571428;0;12.4;0.5;1.79;Enrolled
1216;1;1;1;12;1;1;1;3;28;4;8;0;0;0;1;0;1;18;0;0;7;7;7;16.9;0;0;8;9;8;16.37777777777778;0;16.2;0.3;-0.92;Graduate
1217;1;8;4;10;1;1;1;13;14;6;9;1;0;0;1;0;0;18;0;0;6;10;5;12.0;0;0;6;11;4;12.0;0;16.2;0.3;-0.92;Graduate
1218;1;15;1;3;0;14;1;13;27;8;7;1;0;0;1;0;0;22;0;3;6;6;6;12.5;0;2;6;7;6;13.285714285714286;0;12.4;0.5;1.79;Graduate
1219;1;1;2;12;1;1;1;1;1;5;11;1;0;0;1;0;0;19;0;0;8;8;7;12.764285714285714;0;0;8;8;7;12.764285714285714;0;10.8;1.4;1.74;Graduate
1220;1;9;2;9;1;1;1;13;28;10;8;1;0;0;1;0;1;18;0;0;5;8;5;13.75;0;0;5;6;5;12.166666666666666;0;13.9;-0.3;0.79;Graduate
1221;1;1;2;2;1;1;1;24;1;4;5;1;0;1;1;0;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.4;0.5;1.79;Dropout
1222;1;1;1;12;1;1;1;13;1;10;6;0;0;0;1;0;1;18;0;0;7;7;7;14.604285714285712;0;0;8;9;8;15.68333333333333;0;11.1;0.6;2.02;Graduate
1223;2;12;1;17;0;12;1;13;29;6;4;0;0;1;0;0;0;31;0;0;5;7;0;0.0;0;0;5;7;0;0.0;0;16.2;0.3;-0.92;Dropout
1224;2;12;1;3;0;12;1;1;14;2;6;0;0;1;1;0;1;33;0;0;6;9;5;13.833333333333334;0;0;6;7;6;12.5;0;9.4;-0.8;-3.12;Graduate
1225;1;1;3;12;1;1;1;13;28;8;8;1;0;0;1;0;1;19;0;0;8;8;8;13.57625;0;0;8;8;8;13.57625;0;9.4;-0.8;-3.12;Graduate
1226;1;8;1;10;1;1;1;23;28;8;8;1;0;0;1;0;1;18;0;0;6;7;6;15.142857142857142;0;0;6;6;6;15.833333333333334;0;12.7;3.7;-1.7;Graduate
1227;1;1;1;9;1;1;1;7;14;5;4;0;0;0;1;0;0;23;0;0;5;8;3;10.666666666666666;0;0;5;8;5;11.6;0;7.6;2.6;0.32;Graduate
1228;1;8;1;10;1;1;1;23;28;6;8;1;0;0;1;0;0;20;0;0;6;11;5;11.2;0;0;6;6;6;12.0;0;9.4;-0.8;-3.12;Graduate
1229;1;1;5;12;1;1;1;23;28;5;9;1;0;0;1;0;0;18;0;0;8;8;8;13.76375;0;0;8;8;8;13.76375;0;9.4;-0.8;-3.12;Graduate
1230;1;17;1;6;1;16;1;1;1;5;4;1;0;1;1;0;0;21;0;7;9;10;8;13.25;0;4;9;14;5;12.2;0;8.9;1.4;3.51;Enrolled
1231;1;1;1;10;1;1;1;13;28;6;7;0;0;0;1;0;1;22;0;0;6;10;5;10.714285714285714;0;0;6;10;5;12.2;0;12.7;3.7;-1.7;Graduate
1232;1;1;1;10;1;1;1;1;14;5;5;1;0;1;1;0;0;20;0;0;6;6;6;12.166666666666666;0;0;6;7;6;11.666666666666666;0;9.4;-0.8;-3.12;Graduate
1233;1;4;1;12;1;3;1;13;28;5;11;1;0;0;1;0;0;23;0;1;7;8;6;14.357142857142858;0;1;7;8;6;14.357142857142858;0;7.6;2.6;0.32;Graduate
1234;1;8;2;15;1;1;1;3;1;5;6;1;0;0;1;0;0;19;0;0;6;6;6;12.833333333333334;0;0;6;6;6;12.666666666666666;0;16.2;0.3;-0.92;Graduate
1235;1;8;6;12;1;1;1;1;27;2;2;1;0;0;1;0;0;19;0;0;8;8;7;13.925714285714283;0;0;8;8;7;13.925714285714283;0;10.8;1.4;1.74;Graduate
1236;1;12;1;17;0;1;1;13;28;8;5;0;0;0;1;0;0;26;0;0;5;9;2;12.0;0;0;5;9;3;11.0;0;10.8;1.4;1.74;Dropout
1237;1;1;6;12;1;1;1;1;27;5;4;1;0;0;1;0;0;18;0;0;7;7;7;13.44285714285714;0;0;8;9;8;13.744444444444444;0;16.2;0.3;-0.92;Graduate
1238;1;9;1;7;1;1;1;1;27;8;8;1;0;0;1;1;0;18;0;0;5;5;1;16.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout
1239;1;15;1;4;1;14;1;23;27;10;10;1;0;0;1;1;0;20;0;0;6;8;6;13.125;0;0;6;10;6;13.2;0;16.2;0.3;-0.92;Graduate
1240;1;1;1;14;1;1;1;3;1;5;5;0;0;0;1;1;0;19;0;0;6;7;0;0.0;0;0;6;6;0;0.0;0;15.5;2.8;-4.06;Dropout
1241;1;14;1;17;0;1;1;22;27;10;10;0;0;0;0;1;0;32;0;5;9;9;5;11.4;0;4;4;4;4;11.0;0;10.8;1.4;1.74;Dropout
1242;2;12;1;8;1;1;1;13;14;5;5;0;0;0;0;1;0;31;0;0;4;12;2;11.0;2;0;5;9;3;11.666666666666666;0;9.4;-0.8;-3.12;Dropout
1243;1;12;1;7;1;12;1;1;14;5;6;0;0;0;1;1;0;25;0;0;5;13;1;11.0;0;0;5;11;1;10.0;0;13.9;-0.3;0.79;Enrolled
1244;1;13;1;6;1;14;1;13;3;10;2;1;0;0;1;0;0;21;0;2;6;14;5;13.666666666666666;0;2;6;10;5;13.0;0;16.2;0.3;-0.92;Graduate
1245;2;14;1;17;0;1;1;22;27;5;10;0;0;0;0;0;0;31;0;2;6;10;4;11.75;0;0;5;6;1;10.0;0;12.7;3.7;-1.7;Dropout
1246;2;12;1;16;1;1;1;22;27;6;6;0;0;0;1;0;0;34;0;0;7;11;1;10.0;0;0;7;7;1;13.0;0;16.2;0.3;-0.92;Dropout
1247;1;1;1;10;1;1;1;13;14;10;10;0;0;0;1;0;1;18;0;0;6;8;6;13.5;0;0;6;9;6;12.833333333333334;0;11.1;0.6;2.02;Graduate
1248;1;1;3;10;1;1;1;13;14;10;10;1;0;1;1;0;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
1249;1;17;1;14;1;16;1;13;27;4;7;1;0;1;1;0;0;21;0;0;6;12;1;12.0;0;0;6;11;1;11.0;0;8.9;1.4;3.51;Enrolled
1250;1;1;2;16;1;1;1;23;27;6;4;1;0;0;0;0;0;18;0;0;6;11;3;13.0;0;0;6;10;5;11.8;0;9.4;-0.8;-3.12;Dropout
1251;1;1;1;11;1;1;1;13;29;5;9;1;0;0;1;0;0;20;0;0;6;7;6;14.833333333333334;0;0;6;6;6;16.0;0;11.1;0.6;2.02;Graduate
1252;1;14;1;15;1;1;1;23;27;10;6;1;0;0;1;0;0;20;0;0;6;6;6;11.833333333333334;0;0;6;7;6;12.857142857142858;0;15.5;2.8;-4.06;Graduate
1253;1;8;3;14;1;1;1;23;28;8;9;1;1;0;1;0;1;18;0;0;6;10;5;12.0;0;0;6;11;5;12.333333333333334;0;11.1;0.6;2.02;Graduate
1254;1;1;1;10;1;1;1;23;28;8;9;1;0;0;1;0;0;19;0;0;6;11;4;12.75;0;0;6;7;6;11.333333333333334;0;7.6;2.6;0.32;Graduate
1255;1;14;1;6;1;1;1;13;14;6;2;1;0;0;1;0;0;19;0;0;5;5;0;0.0;5;0;5;7;4;14.75;1;12.7;3.7;-1.7;Enrolled
1256;4;12;1;8;1;1;1;3;1;6;6;1;0;0;1;0;1;30;0;0;6;7;0;0.0;0;0;6;16;1;10.0;0;11.1;0.6;2.02;Dropout
1257;1;8;1;10;1;1;1;13;28;6;6;1;0;0;1;0;0;19;0;0;6;6;6;12.0;0;0;6;7;6;12.857142857142858;0;11.1;0.6;2.02;Graduate
1258;1;1;3;13;1;1;1;23;27;8;8;1;0;0;1;0;0;19;0;0;7;9;7;11.677777777777775;0;0;8;8;8;13.8;0;12.7;3.7;-1.7;Graduate
1259;1;1;4;12;1;1;1;1;27;5;8;1;0;0;1;0;1;19;0;0;8;8;7;13.6;0;0;8;8;7;13.6;0;12.7;3.7;-1.7;Graduate
1260;1;1;1;6;1;1;1;13;28;10;10;1;0;0;1;0;0;19;0;0;6;7;6;16.0;0;0;6;8;6;15.875;0;12.4;0.5;1.79;Graduate
1261;1;1;3;10;1;1;1;1;1;4;4;1;0;0;1;0;0;20;0;0;6;9;5;11.8;0;0;6;7;6;11.5;0;7.6;2.6;0.32;Graduate
1262;1;13;1;7;1;1;1;13;27;10;4;0;0;1;1;1;0;25;0;0;5;5;0;0.0;0;2;6;7;2;14.0;0;13.9;-0.3;0.79;Dropout
1263;1;1;2;15;1;1;1;13;14;10;10;0;0;0;1;1;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
1264;2;12;1;16;1;1;1;22;14;8;4;0;0;1;1;0;1;34;0;0;6;7;6;16.142857142857142;0;0;6;10;6;16.2;0;9.4;-0.8;-3.12;Graduate
1265;1;9;2;12;1;1;1;23;27;10;6;1;0;0;1;0;1;18;0;0;8;8;7;11.785714285714286;0;0;8;8;7;11.785714285714286;0;12.7;3.7;-1.7;Graduate
1266;1;1;6;12;1;1;1;1;1;5;6;1;0;0;1;0;1;18;0;0;8;8;8;13.42375;0;0;8;8;8;13.42375;0;9.4;-0.8;-3.12;Graduate
1267;1;1;1;14;1;1;1;23;28;10;11;0;0;0;1;0;0;20;0;0;6;8;6;12.5;0;0;6;10;5;14.166666666666666;0;11.1;0.6;2.02;Graduate
1268;1;8;2;12;1;1;1;13;27;10;8;1;0;0;1;0;1;20;0;0;8;8;7;12.464285714285714;0;0;8;8;7;12.464285714285714;0;10.8;1.4;1.74;Graduate
1269;1;17;1;17;0;1;1;23;28;29;44;0;0;1;1;0;0;23;0;6;11;18;8;12.375;0;3;9;15;5;12.6;0;8.9;1.4;3.51;Enrolled
1270;1;12;1;14;1;1;1;22;27;7;7;0;0;0;1;0;0;28;0;0;6;8;1;10.0;0;0;6;9;0;0.0;0;10.8;1.4;1.74;Dropout
1271;1;8;1;15;1;1;1;22;14;10;11;0;0;0;1;0;0;18;0;0;6;8;5;12.6;0;0;6;10;6;12.428571428571429;0;15.5;2.8;-4.06;Enrolled
1272;1;14;1;9;1;1;1;13;28;10;10;1;0;0;1;0;0;19;0;0;5;5;5;12.6;0;0;5;6;4;12.4;0;16.2;0.3;-0.92;Graduate
1273;2;1;1;9;1;1;1;23;27;10;9;1;0;0;1;0;0;34;0;0;5;7;2;10.0;0;0;5;6;4;12.0;0;7.6;2.6;0.32;Dropout
1274;2;16;1;16;1;1;1;22;27;8;9;0;0;0;1;0;0;35;0;0;7;7;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout
1275;1;4;1;17;0;15;1;22;27;10;8;0;0;0;1;0;0;32;0;0;5;7;5;11.6;0;0;5;8;5;12.333333333333334;0;12.4;0.5;1.79;Graduate
1276;1;8;2;11;1;1;1;13;14;5;8;1;0;0;1;0;0;19;0;0;6;8;6;12.166666666666666;0;0;6;6;6;13.5;0;11.1;0.6;2.02;Graduate
1277;1;8;5;14;1;1;1;1;14;10;8;1;0;0;1;0;0;18;0;0;6;10;4;13.6;0;0;6;7;5;12.666666666666666;0;11.1;0.6;2.02;Graduate
1278;2;12;1;9;1;1;1;22;27;10;10;0;0;0;0;0;0;35;0;0;5;8;4;12.5;1;0;5;8;5;11.8;0;9.4;-0.8;-3.12;Dropout
1279;1;12;1;3;0;1;1;1;10;5;6;0;0;0;1;1;1;24;0;0;6;6;4;12.25;0;0;6;10;4;11.5;0;12.4;0.5;1.79;Enrolled
1280;1;8;1;10;1;1;1;13;27;10;10;1;0;0;1;0;1;20;0;0;6;7;6;11.714285714285714;0;0;6;8;6;12.625;0;13.9;-0.3;0.79;Graduate
1281;1;1;3;15;1;1;4;13;14;5;10;1;0;0;1;1;1;18;1;0;6;7;6;13.5;0;0;6;7;6;13.0;0;16.2;0.3;-0.92;Graduate
1282;1;1;3;12;1;1;1;23;14;8;10;1;0;0;1;1;1;20;0;0;8;8;7;13.024285714285714;0;0;8;8;7;13.024285714285714;0;10.8;1.4;1.74;Graduate
1283;1;8;5;11;1;1;1;1;14;5;8;1;0;0;0;1;0;18;0;0;6;12;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
1284;1;1;1;7;1;1;1;13;14;5;5;0;0;0;1;1;1;18;0;0;5;6;5;17.333333333333332;0;0;5;8;5;18.571428571428573;0;12.4;0.5;1.79;Graduate
1285;1;1;1;14;1;1;1;13;27;6;8;0;0;0;1;1;1;20;0;0;5;7;4;11.0;0;0;5;7;4;11.5;0;9.4;-0.8;-3.12;Graduate
1286;1;8;2;16;1;1;1;13;28;4;4;1;0;0;1;1;0;19;0;0;7;10;6;13.666666666666666;0;0;7;9;6;12.5;0;12.4;0.5;1.79;Dropout
1287;1;1;2;5;1;1;1;1;1;5;10;1;0;0;1;1;1;20;0;0;6;9;6;11.375;0;0;6;6;5;13.8;0;7.6;2.6;0.32;Enrolled
1288;1;1;1;10;1;1;1;13;1;10;10;0;0;0;1;1;0;19;0;0;6;6;6;12.833333333333334;0;0;6;8;6;11.833333333333334;0;10.8;1.4;1.74;Graduate
1289;1;1;1;15;1;1;1;21;27;1;1;1;0;0;1;1;0;20;0;0;6;9;5;12.6;0;0;6;11;4;11.5;0;7.6;2.6;0.32;Graduate
1290;1;1;1;12;1;1;1;13;14;10;8;1;0;0;1;1;0;22;0;0;7;8;6;14.333333333333334;0;0;8;9;7;13.771428571428572;0;11.1;0.6;2.02;Graduate
1291;1;8;2;7;1;1;1;1;14;10;9;0;0;0;1;1;1;18;0;0;5;8;4;13.5;0;0;6;10;6;13.625;0;11.1;0.6;2.02;Enrolled
1292;1;1;1;12;1;1;1;23;28;10;10;0;0;0;1;1;0;19;0;0;8;8;7;14.285714285714286;0;0;8;8;7;14.285714285714286;0;12.7;3.7;-1.7;Graduate
1293;1;15;1;4;1;14;1;1;14;10;8;0;0;0;1;1;0;22;0;2;6;15;3;11.75;0;0;6;12;2;10.0;0;13.9;-0.3;0.79;Dropout
1294;1;8;5;7;1;1;4;4;10;3;10;1;0;0;1;1;0;20;1;0;5;5;5;14.8;0;0;5;5;5;17.6;0;8.9;1.4;3.51;Graduate
1295;2;12;1;4;1;1;1;1;31;10;4;0;0;1;0;1;0;34;0;0;6;7;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
1296;2;12;1;3;0;12;1;1;1;5;5;0;0;0;1;1;0;24;0;0;6;14;1;10.0;0;0;5;5;0;0.0;0;16.2;0.3;-0.92;Dropout
1297;1;12;2;14;1;1;1;19;24;1;1;1;0;0;1;1;0;26;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
1298;1;12;1;12;1;1;1;22;27;10;7;0;0;0;1;1;0;35;0;0;7;10;4;12.6;0;0;7;9;5;12.38;0;12.4;0.5;1.79;Dropout
1299;1;1;1;17;0;1;1;2;27;5;10;1;0;0;1;1;0;22;0;0;5;9;5;12.428571428571429;1;0;5;7;5;11.8;0;7.6;2.6;0.32;Graduate
1300;1;9;1;11;1;1;1;23;28;6;6;1;0;0;1;1;0;26;0;0;6;10;4;10.0;0;0;6;11;3;12.0;0;9.4;-0.8;-3.12;Enrolled
